Tanggal Input,Pelaksanaan,Segmen,Ecosystem,Waktu,Nama AM,Kegiatan,Action Plan,Eksisting / New Customer,PERIODE
17/07/2025,Visit Pelanggan,BS,Edukasi,"Rabu, 16 Juli 2025",Varesa,Penggalian opti SMK PK 2025,-,Eksisting ,JULI
17/07/2025,Visit Pelanggan,BS,Edukasi,"Rabu, 16 Juli 2025",Varesa,Pemberian Sertifkat DigiUp 2024 dan penggalian opti SMK PK 2025,-,New Customer ,JULI
17/07/2025,Visit Pelanggan,BS,Energy,"Rabu, 16 Juli 2025",Varesa,Penggalian opti OCA dan Watermeter,-,New Customer ,JULI
17/07/2025,Visit Pelanggan,BS,Edukasi,"Rabu, 17 Juli 2025",Varesa,Penggalian opti SMK PK 2025,-,New Customer ,JULI
17/07/2025,Visiting,BS,Hospitality,17 Juli 2025,Yanfei,"Silaturahmi probing dan submit sph, eksisting layanan Cifo",Followup,New Customer ,JULI
17/07/2025,Visiting,BS,Hospitality,17 Juli 2025,Yanfei,"Silaturahmi probing dan submit sph bersama owner hotel, eksisting layanan Cifo",Followup,New Customer ,JULI
17/07/2025,Visiting,BS,Hospitality,17 Juli 2025,Yanfei,"Silaturahmi gali opti dengan GM Hotel, eksisting menggunakan layanan indibiz",Followup,New Customer ,JULI
17/07/2025,Visiting,BS,Hospitality,17 Juli 2025,Yanfei,"Silaturahmi probing dan submit sph dengan GM dan owner Hotel, eksisting layanan Cifo",Followup submit sph layanan uhos/iptv,New Customer ,JULI
17/07/2025,Visiting,BS,Hospitality,17 Juli 2025,Yanfei,"Silaturahmi probing dan submit sph dengan tim IT, eksisting layanan Cifo dan JabNet",Followup,New Customer ,JULI
17/07/2025,SMK Nasional jatiwangi,BS,Education,"Kamis, 17 Juli 2025",Ayaka,Diskusi terkait kebutuhan Magang Guru dan Guru Tamu,Follow Up,Eksisting ,JULI
17/07/2025,PT. Maja Kerta Wangi,BS,Education,"Kamis, 17 Juli 2025",Ayaka,Astinet dan Indibiz, Submit SPH,New Customer ,JULI
17/07/2025,PT. Maja Kerta Wangi,BS,Manufacture,"Kamis, 17 Juli 2025",Ayaka,Visit awal gali kebutuhan layanan solusi Telkom,Visit Ulan,New Customer ,JULI
17/07/2025,SMK Asyifa Depok,BS,Education,17 juli 2025,Emilie,silahturahmi dan gali opti Kidi IoT,follow up,Eksisting ,JULI
17/07/2025,SMK As Salafiyah Plumbon,BS,Education,17 juli 2025,Emilie,visit awal dan gali opti Kidi IoT,sph dan follow up,New Customer ,JULI
17/07/2025,Visit,BS,Education,"Kamis, 17 Juli 2025",Sara,Follow up kelanjutan ceremonial ttd kontrak pada acara IDL Garut bersama kepala sekolah,Sosialisasi layanan pijar sekolah terhadap guru guru di internal sekolah,New Customer ,JULI
17/07/2025,SMK Model Patriot IV CiawiGebang,BS,Education,"Kamis, 17 Juli 2025",Charlotte,kunjungan Pemberian Bantuan CDC bersama Bapak General Manager Telkom Priangan Timur, Penandatanganan MOU dan KB saat IDL tanggal 24 Juli 2025,Eksisting ,JULI
17/07/2025,SMK Samiudin Plus,BS,Education,"Kamis, 17 Juli 2025",Charlotte,Kunjungan diskusi Pijar sekolah dengan Yayasan serta ngasih motivasi kepada Siswa Siswi Baru,present Pengenalan Pijar sekolah ke pada Guru guru,New Customer ,JULI
17/07/2025,SMK Samiudin Plus,BS,Education,"Kamis, 17 Juli 2025",Charlotte,Kunjungan diskusi Pijar sekolah dengan Yayasan serta ngasih motivasi kepada Siswa Siswi Baru,present Pengenalan Pijar sekolah ke pada Guru guru,New Customer ,JULI
18/07/2025,SMAN 1 BABAKAN,BS,Education,17 Juli 2025,JEAN,Diskusi finalisasi pengadaan CPE untuk klik akhir bulan juli 2025,intens FU ,Eksisting,JULI
18/07/2025,SMK MUHAMMADIYAH LEMAH ABANG,BS,Education,18 Juli 2025,JEAN,Penyerahan Sertifikat BNSP Program Digi Up,intens FU ,Eksisting,JULI
18/07/2025,PT. CINTA DAMAI PUTRA BAHAGIA,BS,Retail,18 Juli 2025,JEAN,Penyerahan Souvenir CSLS tahap 1,intens komunikasi ,Eksisting,JULI
18/07/2025,PT. ASSEMS INDO,BS,Manufacture,18 Juli 2025,JEAN,Penandatanganan kontrak layanan Astinet 100mbps OTC nilai kontrak Rp.100.000.000, input NCX,Eksisting,JULI
18/07/2025,Visiting,BS,Education,18 Juli 2025,Yanfei,Followup program smk pk,Followup,New Customer ,JULI
18/07/2025,Visiting,BS,Retail,18 Juli 2025,Yanfei,Silaturahmi dan submit sph terkait kebutuhan astinet,Followup,New Customer ,JULI
18/07/2025,PT Raja Sukses Propertindo,BS,Manufacture,18 juli 2025,Emilie,penyerahan souvenir CSLS, fu intens ,Eksisting ,JULI
18/07/2025,CV Aulia Reload,BS,Manufacture,18 juli 2025,Emilie,"penandatangan amandemen upgrade layanan astinet, nilai kontrak 24jt",proses input,Eksisting ,JULI
18/07/2025,Yayasan Husnul khotimah,BS,Education,"Jumat, 18 Juli 2025",Charlotte,Kunjungan Diskusi penawaran pemasangan CCTV, FU Penawaran,Eksisting,JULI
18/07/2025,PT Grahamas Intitirta,BS,Manufaktur,"Jumat, 18 Juli 2025",Charlotte,"Kunjungan Diskusi Connectivity, Cctv, Hosting Email, IP PBX",Present dan Submit Profosal,New Customer ,JULI
21/07/2025,PT Cipta Hasil Sugiarto (CHAS),BS,Manufaktur,"Senin, 21 Juli 2025",Charlotte,Kunjungan FU penawaran Connectivity IP PBX,minta Trial dan pemisahan penawaran Cirebon dan Jakarta,New Customer ,JULI
21/07/2025,SMK Islamic Center,BS,Education,"Senin, 21 Juli 2025",Charlotte,Delivery Camera Antarez Easy Paket Magang Guru,Hari ini Klik Siplah,Eksisting ,JULI
22/07/2025,SMK Ma'arif Al Ghozali,BS,Education,"Senin, 21 Juli 2025",Ayaka,Pemaparan KiDi IoT dan penandatangan minutes of meeting Lab IoT,Penandatanganan MoU dan KBFL,New Customer ,JULI
22/07/2025,SMKN 1 Majalengka,BS,Education,"Senin, 21 Juli 2025",Ayaka,Diskusi bersama Billing Collection terkait pph dan ppn,-,Eksisting,JULI
22/07/2025,RS Djuansih,BS,,21 juli 2025,Emilie,Follow up SPH layanan astinet,FU intens,Eksisting,JULI
22/07/2025,Yayasan Al-Bahjah,BS,,22 juli 2025,Emilie,silahturahmi dan gali opti layanan astinet,fu,New Customer ,JULI
22/07/2025,RS Permata Cirebon,BS,,22 juli 2025,Emilie,silahturahmi gali opti kebutuhan solusi telkom,fu dan visit ulang bertemu manager IT,New Customer ,JULI
22/07/2025,SMK Pesantren Ciwaringin,BS,Education,"Selasa, 22 Juli 2025",Ayaka,Diskusi terkait opty Lab IoT,Submit Proposal,Eksisting,JULI
22/07/2025,Visit New Customer,BS,Manufaktur,"Selasa, 22 Juli 2025",Charlotte,"Diskusi Kebutuhan Data Center, SDWAN, Astinet, Cyber Security & PDP",-,New Customer ,JULI
22/07/2025,SMK Samiudin Plus,BS,Education,"Selasa, 22 Juli 2025",Charlotte,Presentasi Pijar sekolas, submit Penawaran,New Customer ,JULI
22/07/2025,PT Vinrell Indonesia Persada,BS,Manufaktur,"Selasa, 22 Juli 2025",Charlotte,"Diskusi Kebutuhan Data Center, SDWAN, Astinet, Cycer Security dan PDP Bersama Mas @alizahar95", Present Produck layanan yang di butuhkan dan submit proposal,New Customer ,JULI
23/07/2025,Visit,BS,Ruko,18 Juli 2025,Diona,Visit,follow up penawaran,New Customer ,JULI
23/07/2025,Visit,BS,Hospitality,21 Juli 2025,Diona,Visit, follow up penawaran solusi b2b,New Customer ,JULI
23/07/2025,Visit,BS,Edukasi,22 Juli 2025,Diona,Silaturahmi,reschedule karena Kepsek sedang dinas luar,New Customer ,JULI
23/07/2025,Visit,BS,Horeca,22 Juli 2025,Diona,Caring gangguan,-,New Customer ,JULI
23/07/2025,Visit,BS,Edukasi,22 Juli 2025,Diona,Caring gangguan dan survei jaringan untuk penambahan line internet,penyusunan SPH,New Customer ,JULI
23/07/2025,PT Ciawenindo Mitra Perkasa,BS,,23 juli 2025,Emilie,visit awal gali opti kebutuhan solusi telkom,fu dan visit ulang bertemu manager IT,New Customer ,JULI
23/07/2025,PT Cipta Niaga Semesta,BS,,23 juli 2025,Emilie,visit awal gali opti kebutuhan solusi telkom,fu dan visit ulang bertemu manager IT,New Customer ,JULI
23/07/2025,METLAND HOTEL,BS,Hospitality,23 Juli 2025,JEAN,visit awal menggali kebutuhan layanan Telkom,intens komunikasi,New Customer ,JULI
23/07/2025,PT. GLOBAL,BS,Manufacture,23 Juli 2025,JEAN,visit awal menggali kebutuhan layanan Telkom, intens komunikasi ,New Customer ,JULI
23/07/2025,PT. SHOETOWN KASOKANDEL,BS,Manufacture,21 Juli 2025,JEAN,penyerahan souvenir CSLS tahap 1,intens komunikasi ,Eksisting,JULI
23/07/2025,Visit,BS,Ruko,23 Juli 2025,Diona,Visit, follow up penawaran solusi b2b,New Customer ,JULI
23/07/2025,Visit,BS,Edukasi,23 Juli 2025,Diona,Caring pelanggan CAPS,follow up offering trial layanan HSI dan Astinet,New Customer ,JULI
23/07/2025,Visiting,BS,,23 Juli 2025,Yanfei,Fu penawaran,Reschedule pertemuan dg Manager yg sdg cuti,New Customer ,JULI
23/07/2025,Visiting,BS,,23 Juli 2025,Yanfei,Fu kebutuhan dan penawaran indibiz,Followup,New Customer ,JULI
23/07/2025,Visiting,BS,,23 Juli 2025,Yanfei,Silaturahmi probing layanan eksisting dan diskusi solusi layanan Telkom,Followup intens,New Customer ,JULI
23/07/2025,MTsN 12 Cirebon,BS,Education,"Rabu, 23 Juli 2025",Ayaka,Diskusi terkait indibiz bundling pijar,Submit SPH,New Customer ,JULI
24/07/2025,Visit,BS,Manufaktur,22 juli 2025,Lisa,FU permohonan pemindahan perangkat HSI & Astinet ke ruang server sementara, Koordinasi dengan tim TA,Eksisting,JULI
24/07/2025,Visit,BS,Retail & Wholesaler,23 juli 2025,Lisa,Probing,SPH Astinet & Indicar,New Customer ,JULI
24/07/2025,Visit,BS,Edukasi,24 Juli 2025,Diona,Penawaran solusi B2B,submit SPH,New Customer ,JULI
24/07/2025,Visit,BS,Manufaktur,24 Juli 2025,Diona,Penawaran solusi B2B,submit SPH,New Customer ,JULI
25/07/2025,Visit,BS,Education,"Kamis, 17 Juli 2025",Sara,penyerahan sertifikat Digi Up,-,Eksisting,JULI
25/07/2025,Visit,BS,Education,"Jum'at, 18 Juli 2025",Sara,penyerahan sertifikat Digi Up & diskusi Opty layanan Telkom tahun 2025,Komunikasi Intens,Eksisting,JULI
25/07/2025,Visit,BS,Education,"Jum'at, 18 Juli 2025",Sara,Follow up TTD KFS HSI + Pijar  ceremonial acara IDL Garut 2025,Komunikasi Intens,New Customer ,JULI
25/07/2025,Visit,BS,Education,"Selasa, 22 Juli 2025",Sara,Penyerahan bantuan DNA CDC sekaligus Follow up penawaran KiDi IoT,Komunikasi Intens,Eksisting,JULI
25/07/2025,Visit,BS,Education,"Rabu, 23 Juli 2025",Sara,Follow up penawaran Pijar sekolah, Komunikasi Intens,New Customer ,JULI
25/07/2025,Visit,BS,Education,"Rabu, 23 Juli 2025",Sara,Diskusi Opty Layanan Telkom Tahun 2025,Komunikasi Intens,Eksisting,JULI
25/07/2025,Visit,BS,Education,"Kamis, 24 Juli 2025",Sara,Follow up pendampingan pengajuan SMK PK Jurusan DKV,Komunikasi Intens,Eksisting,JULI
25/07/2025,Visit,BS,Education,"Jum’at, 25 Juli 2025",Sara,Follow up Peserta IDL Garut 2025,Komunikasi Intens,New Customer ,JULI
25/07/2025,Visit,BS,Horeca,"Jum’at, 25 Juli 2025",Sara,Diskusi Detail terkait kebutuhan pelanggan dalam waktu dekat,Komunikasi Intens,New Customer ,JULI
25/07/2025,Zam ZAM Pool,BS,Jasa,"Rabu, 23 Juli 2025",Charlotte,Diskusi Kebutuhan Connectivity public,Pembuatan Penawaran,Eksisting,JULI
25/07/2025,BPR Danatama Artha Kassiti,BS,Finance,"Rabu, 23 Juli 2025",Charlotte,Diskusi perpanjangan kontrak dan Kebutuhan Naik BW Connectivity,Pembuatan Penawaran,Eksisting,JULI
25/07/2025,PT New Hope Farm Indonesia,BS,Manufaktur,"Jumat, 25 Juli 2025",Charlotte,Pemberian Souvenir CSLS,Kerjasama Selalu terjalin dengan baik,Eksisting,JULI
28/07/2025,Visit,BS,Edukasi,25 Juli 2025,Diona,Penyerahan CDC DNA,follow up penawaran KIDI,Eksisting,JULI
29/07/2025,Metland Smara Kertajati,BS,Hospitality,"Selasa, 29 Juli 2025",Ayaka,"Survey topologi jaringan bersama SE, untuk kebutuhan upgrade layanan Uhoss dan pengadaan CPE",Pembuatan SPH,Eksisting,JULI
29/07/2025,Visiting,BS,BS,28 Juli 2025,Yanfei,Diskusi update pra bimtek program pendanaan pemerintah mengenai serkom (sertifikasi kompetensi) bersama kepala sekolah dan ketua kordinator,Followup intens,New Customer ,JULI
29/07/2025,SMAN 1 BABAKAN,BS,Education,29 Juli 2025,JEAN,penyerahan dokumen PO Deal CPE klik siplah nilai kontrak 83jt,intens komunikasi ,Eksisting,JULI
30/07/2025,Visit,BS,Manufaktur,30 Juli 2025,Diona,Penawaran solusi B2B,penawaran connectivity bisnis,New Customer ,JULI
30/07/2025,Visit,BS,Edukasi,30 Juli 2025,Diona,Penawaran solusi B2B,pembuatan SPH KIDi IoT dan CPE,New Customer ,JULI
30/07/2025,SMK Ma'arif Al-Ghozali,BS,Education,"Rabu, 30 Juli 2025",Ayaka,Management visit bersama GM dan penyerahan program CDC DNA serta update progres delivery Lab IoT,Submit Proposal,New Customer ,JULI
30/07/2025,SMK Nasional Jatiwangi,BS,Education,"Rabu, 30 Juli 2025",Ayaka,Follow up terkait SPH Indibiz+pijar, Follow Up ulang,Eksisting,JULI
30/07/2025,SMK Babussalam,BS,Education,25 juli 2025,Emilie,Diskusi bersama Billing Collection terkait  Kidi IoT,fu dan kawal,Eksisting,JULI
30/07/2025,Complete Selular,BS,Retail,29 juli 2025,Emilie,silahturahmi diskusi terkait billing layanan astinet dan gali opty,fu dan kawal,Eksisting,JULI
31/07/2025,SMK Ilman Nafiah,BS,Education,31 juli 2025,Emilie,silahturahmi diskusi terkait pendampingan Program SMK PK Regular 2025,,Eksisting,JULI
31/07/2025,Media Center Al Bahjah,BS,Jasa,31 juli 2025,Emilie,visit awal gali opti kebutuhan solusi telkom layanan astinet,fu dan submit sph,New Customer ,JULI
31/07/2025,Visiting,BS,manufaktur,31 Juli 2025,Yanfei,Diskusi probing kebutuhan metro,Followup,New Customer ,JULI
31/07/2025,BPR Danatama Artha Kassiti,BS,Finence,"Senin, 28 Juli 2025",Charlotte,Assesment kendala BW dan kebutuhan BW, Upgrade BW,Eksisting,JULI
31/07/2025,SMKN 5 Kuningan,BS,Education,"Selasa, 29 Juli 2025",Charlotte,recruitment SA dan AR seta koordinasi Klik siplah dengan Bendahara sekolah,Klik siplah mulai Agustus siapkan KB,Eksisting,JULI
31/07/2025,RS Mitra Husada,BS,Healt,"Selasa, 29 Juli 2025",Charlotte,Penanganan Gangguan Connectivity dan gali Opti penambahan Untuk gedung baru, Submit SPH,Eksisting,JULI
31/07/2025,BPR Danatama Artha Kassiti,BS,Finence,"Rabu, 30 Juli 2025",Charlotte,Ttd KB Penambahan BW Connectivity,Input Delivery,Eksisting,JULI
31/07/2025,SMK Karnas,BS,Finence,"Rabu, 30 Juli 2025",Charlotte,Pengembalian Showcase IOT acara IDL,-,Eksisting,JULI
31/07/2025,PT Perdana Investama Mina (PIM),BS,Manufaktur,"Kamis, 31 Juli 2025",Charlotte,penanganan Gangguan Connectivity,Penambahan Line Connectivity untuk antisipasi gangguan ,Eksisting,JULI
31/07/2025,SMKN 1 Kadipaten,BS,Education,"Kamis, 31 Juli 2025",Ayaka,Sirkulir sertifikat BNSP Digi Up dan diskusi terkait Lab IoT, Submit Proposal,Eksisting,JULI
31/07/2025,Universitas Sindangkasih Majalengka,BS,Education,"Kamis, 31 Juli 2025",Ayaka,Follow Up terkait SPH layanan solusi Telkom,Follow Up ulang,New Customer ,JULI
31/07/2025,Yayasan As Sakinah,BS,Education,"Kamis, 31 Juli 2025",Ayaka,"Diskusi terkait kebutuhan pijar ( SMP, SMA)", Penjadwalan sosialisasi,New Customer ,JULI
01/08/2025,PT. GOLD EMPEROR INDONESIA,BS,Manufacture,1 Agustus 2025,JEAN,"Handling gamas layanan datin downtime selama 24jam, memberikan solusi layanan temporary orbit.",,Eksisting,AGUSTUS
01/08/2025,SMAN 6 Cirebon,BS,Education,"Jumat, 01 Agustus 2025",Charlotte,kunjungan kebutuhan Pijar Sekolah,FU ,New Customer ,AGUSTUS
04/08/2025,SMK As Salam Gegesik,BS,Education,"Senin, 04 Agustus 2025",Ayaka,Diskusi terkait kebutuhan sertifikasi kompetensi siswa,Follow Up,Eksisting,AGUSTUS
04/08/2025,PT. Diamond International Indonesia,BS,Manufacture,"Senin, 01 Agustus 2025",Ayaka,Follow up terkait rencana upgrade Astinet,Follow up ulang,Eksisting,AGUSTUS
05/08/2025,PDAM Kab. Cirebon,BS,Manufacture,5 agustus 2025,Emilie,silahturahmi dan fu terkait Undangan Kunjungan Management,followup,Eksisting,AGUSTUS
05/08/2025,Media Center Al Bahjah,BS,Jasa,5 agustus 2025,Emilie,silahturahmi dan submit sph astinet dan neucentrix,fu,New Customer ,AGUSTUS
05/08/2025,Visiting,BS,Health,05 Agustus 2025,Yanfei,Diskusi probing terkait connectivity dan sistem klinik,Followup,New Customer ,AGUSTUS
05/08/2025,Visiting,BS,Education,05 Agustus 2025,Yanfei,Followup penawaran connectivity astinet,Reschedule pertemuan krn pic ybs sedang dirawat di rs,New Customer ,AGUSTUS
05/08/2025,Visiting,BS,Education,05 Agustus 2025,Yanfei,Diskusi tindak lanjut pengadaan kidi fiber optic,Followup,New Customer ,AGUSTUS
05/08/2025,SMK PGRI INDRAMAYU,BS,Education,05 Agustus 2025,JEAN,Bisit kolaborasi bersama tim DMO untuk video testimoni pelanggan dan Follow up program SMK PK Tefa Kolaborasi,intens komunikasi ,Eksisting,AGUSTUS
05/08/2025,SMK Ma'arif Al Ghozali,BS,Education,"Selasa, 05 Agustus 2025",Ayaka,Diskusi teknis bimtek pijar, Follow Up,Eksisting,AGUSTUS
05/08/2025,SMAN 1 Rajagaluh,BS,Education,"Selasa, 05 Agustus 2025",Ayaka,Diskusi terkait rencana trial pijar,Follow Up,Eksisting,AGUSTUS
05/08/2025,Visit,BS,Hospitality,"Selasa, 5 Agustus 2025",Sara,Follow up kebutuhan CCTV bersama bag IT,menunggu keputusan owner,New Customer ,AGUSTUS
05/08/2025,Visit,BS,Hospitality,"Selasa, 5 Agustus 2025",Sara,Follow up kebutuhan upgrade layanan connectivity bersama manager Hotel,Menunggu keputusan bagian keuangan,Eksisting,AGUSTUS
05/08/2025,SMKN 1 Luragung,BS,Education,"Senin, 04 Agustus 2025",Charlotte,kunjungan kebutuhan Pijar Sekolah,FU ,New Customer ,AGUSTUS
05/08/2025,PT Triguna Bumi Sejahtera,BS,Manufaktur,"Selasa, 05 Agustus 2025",Charlotte,kunjungan Diskusi Kebutuhan Connectivity,Submit SPH,New Customer ,AGUSTUS
05/08/2025,RS Pelabuhan,BS,Health,"Selasa, 05 Agustus 2025",Charlotte,kunjungan Diskusi Kebutuhan training pelatihan menage web brizingBPJS, submit SPH,Eksisting,AGUSTUS
06/08/2025,PT Fastrata Distribusi Indonesia,BS,Manufaktur,"Rabu, 06 Agustus 2025",Emilie,kunjungan caring gangguan dan gali opti,fu,Eksisting,AGUSTUS
06/08/2025,PT Fastrata Distribusi Indonesia,BS,Manufaktur,"Rabu, 06 Agustus 2025",Emilie,kunjungan caring gangguan dan gali opti,fu,Eksisting,AGUSTUS
06/08/2025,SMK AL Musyawirin,BS,Education,"Rabu, 06 Agustus 2025",Emilie,silahturahmi dan fu terkait opty Lab FO, visit ulang bertemu dengan kurikulum ,New Customer ,AGUSTUS
06/08/2025,Visit,BS,Education,"Rabu, 6 Agustus 2025",Sara,Follow up kebutuhan upgrade layanan connectivity & Approach Pijar Sekolah,Menunggu keputusan bagian keuangan,New Customer ,AGUSTUS
06/08/2025,Visit,BS,Education,"Rabu, 6 Agustus 2025",Sara,Approach Opty Layanan Telkom periode tahun 2025 - 2026,Menunggu keputusan yayasan,Eksisting,AGUSTUS
06/08/2025,Visiting,BS,Education,05 Agustus 2025,Yanfei,"Diskusi probing terkait connectivity dan sistem kampus, kondisi masih 100+ mahasiswa kelas karyawan perkuliahan hanya jumat dan sabtu",Followup,New Customer ,AGUSTUS
06/08/2025,Visiting,BS,Education,06 Agustus 2025,Yanfei,Diskusi terkait tindak lanjut pengajuan proposal dan diskusi terkait connectivity dan pijar sekolah,Followup,New Customer ,AGUSTUS
06/08/2025,Visiting,BS,Education,06 Agustus 2025,Yanfei,Diskusi terkait tindak lanjut pengajuan proposal dan diskusi terkait connectivity dan pijar sekolah,Followup,New Customer ,AGUSTUS
06/08/2025,SMAN 1 JAMBLANG,BS,Education,"Rabu, 06 Agustus 2025",Ayaka,Diskusi terkait opty indibiz+Pijar,Submit SPH,New Customer ,AGUSTUS
06/08/2025,SMAN 2 CIREBON,BS,Education,"Rabu, 06 Agustus 2025",Ayaka,Diskusi terkait kebutuhan relokasi jaringan Telkom, Follow Up,Eksisting,AGUSTUS
06/08/2025,PT Toyota Astra Financial Service,BS,Finance,"Rabu, 06 Agustus 2025",Charlotte,kunjungan diskusi Gali Opti,submit profosal,Eksisting,AGUSTUS
06/08/2025,PT Osindo Jaya Sempurna,BS,Jasa,"Rabu, 06 Agustus 2025",Charlotte,Kunjungan penanganan gangguan Connectivity Astinet dan phone,perbaikan Kabel yang putus oleh Teknisi,Eksisting,AGUSTUS
07/08/2025,PT. Wever Industrial Indonesia,BS,Manufacture,"Kamis, 07 Agustus 2025",Ayaka,Follow up sph layanan solusi Telkom,Follow up ulang,New Customer ,AGUSTUS
07/08/2025,SMAN Ar-Rahmat,BS,Education,"Kamis, 07 Agustus 2025",Ayaka,Diskusi terkait Lab IoT,Submit Proposal,New Customer ,AGUSTUS
07/08/2025,SMKN 1 Mundu,BS,Education,07 Agustus 2025,Emilie,diskusi terkait invoice vpn dan caring gangguan,follow up ,Eksisting,AGUSTUS
07/08/2025,PT Dynamic Design Indonesia,BS,Manufacture,07 Agustus 2025,Emilie,kunjungan dan submit sph upgrade layanan astinet, follow up intens,Eksisting,AGUSTUS
07/08/2025,Universitas Muhammadiyah Cirebon (UMC),BS,Education,"Kamis, 07 Agustus 2025",Charlotte,Kunjungan Diskusi Digitalisasi lewat E Campus dan OCA, Minggu depan Present Produck,Eksisting,AGUSTUS
07/08/2025,SMK Model Patriot IV CiawiGebang,BS,Education,"Kamis, 07 Agustus 2025",Charlotte,Bimtek Pijar Sekolah dengan tim Pijar Sekolah Jakarta,-,Eksisting,AGUSTUS
08/08/2025,Visiting,BS,,08 Agustus 2025,Yanfei,Diskusi sekaligus survey terkait pengadaan kidi fo bersama SE,Followup pembuatan RAB,Eksisting,AGUSTUS
08/08/2025,Visit,BS,Manufacture,"Kamis, 7 Agustus 2025",Sara,Follow up kebutuhan layanan connectivity, Input order,New Customer ,AGUSTUS
08/08/2025,Visit,BS,Education,"Kamis, 7 Agustus 2025",Sara,Follow up bimtek guru pijar sekolah,menunggu jadwal dari sekolah kemungkinan di W2 Agustus,New Customer ,AGUSTUS
08/08/2025,Visit,BS,Education,"Kamis, 7 Agustus 2025",Sara,Follow up bimtek OPS pijar sekolah,Bimtek di W2 Agustus,New Customer ,AGUSTUS
08/08/2025,Visit,BS,Hospitality,"Jumat, 8 Agustus 2025",Sara,Follow Up Opty lain diluar connectivity,Sudah input order HSI + 2 Mesh Wifi (menunggu jadwal PSB dari Telkom),New Customer ,AGUSTUS
08/08/2025,Visit,BS,Hospitality,"Jumat, 8 Agustus 2025",Sara,Penyerahan support merchandise untuk even 7K Run Timeless 2025 yang akan diadakan di Hotel Santika Premiere Garut pada tanggal 10 Agustus 2025. Acara ini diselenggarakan dalam rangka memperingati ulang tahun ke-7 Hotel Santika Premiere Garut.,Diskusi Opty akun Vidio B2B untuk 175 smart tv di Santika dengan RSO,Eksisting,AGUSTUS
11/08/2025,Visit,BS,Edukasi,5 Agustus 2025,Diona,Penyerahan souvenir CSLS dan follow up SMK PK, pengawalan,Eksisting,AGUSTUS
11/08/2025,Visit,BS,Online Shop,5 Agustus 2025,Diona,Penawaran solusi B2B, pengawalan,New Customer ,AGUSTUS
11/08/2025,Visit,BS,Edukasi,5 Agustus 2025,Diona,Penawaran solusi B2B,pengawalan,New Customer ,AGUSTUS
11/08/2025,Visit,BS,Media Komunikasi,5 Agustus 2025,Diona,Penawaran solusi B2B,pengawalan,New Customer ,AGUSTUS
11/08/2025,SMP 2 KOTA CIREBON,BS,Education,08 Agustus 2025,JEAN,Visit penawaran solusi pijar sekolah, intens komunikasi ,New Customer ,AGUSTUS
11/08/2025,SMP 1  KOTA CIREBON,BS,Education,08 Agustus 2025,JEAN,"Visit penawaran produk B2B Telkom, eksisting layanan sudah menggunakan indibiz dan pijar sekolah",intens komunikasi ,New Customer ,AGUSTUS
11/08/2025,SMP 5  KOTA CIREBON,BS,Education,08 Agustus 2025,JEAN,"Visit penawaran produk B2B Telkom pijar sekolah, eksisting layanan sudah menggunakan indibiz.",intens komunikasi ,New Customer ,AGUSTUS
11/08/2025,KOREAN INSTITUTE,BS,Education,11 Agustus 2025,JEAN,"Visit program TOP 100BC, sekaligus menggali opty kerjasama layanan B2B Telkom.",intens komunikasi ,Eksisting,AGUSTUS
11/08/2025,PT. BERSAMA BANGUN PANGAN,BS,Manufacture,11 Agustus 2025,JEAN,"Visit program TOP 100BC, sekaligus menggali opty kerjasama layanan B2B Telkom.",intens komunikasi ,Eksisting,AGUSTUS
11/08/2025,PT. EQUITYWORD  FUTURES,BS,Retail,11 Agustus 2025,JEAN,"Visit program TOP 100BC, sekaligus menggali opty kerjasama layanan B2B Telkom.",intens komunikasi ,Eksisting,AGUSTUS
12/08/2025,RS Permata Cirebon,BS,Health,8 agustus 2025,Emilie,kunjungan dan gali opti kebutuhan solusi telkom,fu,New Customer ,AGUSTUS
12/08/2025,PT Tonglan Chemistry Technology,BS,Manufacture,12 agustus 2025,Emilie,diskusi terkait billing dan gali opty,fu intens ,Eksisting,AGUSTUS
12/08/2025,PT AIYI Indonesia Internasional,BS,Manufacture,12 agustus 2025,Emilie,"penandatangan amandemen layanan astinet, nilai kontrak 138jt",proses input ,Eksisting,AGUSTUS
12/08/2025,BPR Kuningan,BS,Finance,"Senin, 12 Agustus 2025",Charlotte,Ttd Amandement Upgrade BW Connectivity,Input Delivery,Eksisting,AGUSTUS
12/08/2025,SMKN 1 Cirebon,BS,Edication,"Senin, 12 Agustus 2025",Charlotte,Present Pijar sekolah,Submit SPH Pijar sekolah,Eksisting,AGUSTUS
12/08/2025,BPR Danatama Artha Kassiti,BS,Finance,"Selasa, 12 Agustus 2025",Charlotte,maintenence pasca Upgrade Connectivity dengan EOS,memastikan setelah Upgrade Connectivity menjadi lancar,Eksisting,AGUSTUS
12/08/2025,Visit,BS,Manufacture,"Selasa, 12 Agustus 2025",Sara,Follow kebutuhan connectivity,Lanjut bertemu manager site Neglasari sekaligus submit SPH,New Customer ,AGUSTUS
12/08/2025,Visit,BS,Hospitality,"Selasa, 12 Agustus 2025",Sara,Follow kebutuhan pengadaan cctv,Menunggu info lanjutan dari PIC,Eksisting,AGUSTUS
12/08/2025,SMAN 2 Cirebon,BS,Education,"Selasa, 12 Agustus",Ayaka,Update progres relokasi server dan diskusi terkait opty pengadaan barang,,Eksisting,AGUSTUS
